drug_id;name;commercial_name;price;company;prescription
481;Thiothixene;Navane;57.99;Pfizer;True
482;Haloperidol;Haldol;42.75;Johnson & Johnson;True
483;Loxapine;Loxitane;62.5;Watson Pharmaceuticals;True
484;Molindone;Moban;59.25;Endo Pharmaceuticals;True
485;Pimozide;Orap;65.99;Teva Pharmaceuticals;True
486;Lumateperone;Caplyta;275.75;Intra-Cellular Therapies;True
487;Vortioxetine;Trintellix;175.5;Takeda;True
488;Vilazodone;Viibryd;155.25;Allergan;True
489;Levomilnacipran;Fetzima;165.99;Allergan;True
490;Desvenlafaxine;Pristiq;145.75;Pfizer;True
491;Milnacipran;Savella;135.5;Allergan;True
492;Reboxetine;Edronax;115.25;Pfizer;True
493;Amoxapine;Asendin;75.99;Lederle;True
494;Maprotiline;Ludiomil;82.75;Novartis;True
495;Nefazodone;Serzone;95.5;Bristol Myers Squibb;True
496;Mirtazapine;Remeron;65.25;Merck;True
497;Isocarboxazid;Marplan;85.99;Validus Pharmaceuticals;True
498;Phenelzine;Nardil;75.75;Pfizer;True
499;Tranylcypromine;Parnate;82.5;GlaxoSmithKline;True
500;Selegiline Transdermal;Emsam;125.25;Somerset Pharmaceuticals;True
